Series Name,Series Code,Country Name,Country Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Nigeria,NGA,..,64.2544937133789,..,41.3867607116699,..,..,..,..,..,..,..,..,..,52.6564788818359,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Canada,CAN,97.3645706176758,98.8806304931641,98.9664764404297,98.013313293457,99.0087966918945,98.6416015625,98.1893692016602,99.5182800292969,100.340713500977,101.536659240723,102.485076904297,101.023872375488,100.94367980957,101.501091003418,100.989753723145,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,United States,USA,101.8740234375,..,..,..,..,..,..,..,99.455436706543,99.6733779907227,100.299911499023,101.362861633301,101.821441650391,101.256561279297,100.981300354004,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Mexico,MEX,108.60083770752,108.174766540527,108.799713134766,109.424423217773,110.545280456543,110.633491516113,110.540756225586,110.413452148438,109.441482543945,108.005752563477,106.606109619141,106.277732849121,105.770011901855,105.02806854248,104.655822753906,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,India,IND,..,..,110.020118713379,110.697380065918,109.451072692871,109.101371765137,108.323356628418,109.761299133301,110.583312988281,107.864410400391,108.485229492188,114.53832244873,112.957862854004,..,96.8286819458008,99.9004592895508
"School enrollment, primary (% gross)",SE.PRM.ENRR,Indonesia,IDN,107.955436706543,106.268379211426,109.305770874023,107.822540283203,108.549240112305,109.150337219238,109.179832458496,109.273422241211,106.841590881348,106.073402404785,105.960243225098,105.609878540039,105.911430358887,106.410820007324,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,"Iran, Islamic Rep.",IRN,99.1958999633789,99.7632217407227,100.373260498047,101.146476745605,101.852577209473,100.653442382813,100.732803344727,101.461059570313,115.066497802734,107.553031921387,108.900703430176,111.235572814941,110.707542419434,..,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,"Egypt, Arab Rep.",EGY,95.706672668457,97.2613220214844,98.3864974975586,..,101.382568359375,102.285339355469,99.1844863891602,104.779739379883,105.094429016113,103.871536254883,..,105.393577575684,106.13346862793,106.284927368164,106.409561157227,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Kenya,KEN,99.3462905883789,96.347541809082,102.365493774414,102.284797668457,103.914497375488,..,..,109.41773223877,..,105.753410339355,103.661567687988,103.205337524414,..,..,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Nigeria,NGA,101.365081787109,102.108131408691,93.3100433349609,84.1386413574219,85.3878402709961,85.1178512573242,90.6712417602539,92.0911407470703,94.1185302734375,90.1035537719727,..,84.7256393432617,..,87.454231262207,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Canada,CAN,..,..,..,..,..,..,..,99.45167,99.43231,99.39113,99.58907,99.95587,99.8825,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,United States,USA,94.77826,..,..,..,..,93.37426,92.44255,92.79303,92.80851,93.2305,93.8973,95.07325,94.62633,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Mexico,MEX,97.87734,98.05008,98.0127,98.08626,98.23304,98.0771,97.98488,97.92299,97.57591,96.79833,96.07343,95.69118,95.30064,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,India,IND,..,..,91.12498,90.8729,90.65366,90.95531,90.37191,91.57155,92.25734,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Indonesia,IDN,88.93075,91.79173,93.81578,93.13418,93.76106,94.22952,93.73808,92.85318,90.5756,90.00059,..,92.77266,94.09782,93.4963,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,"Iran, Islamic Rep.",IRN,95.32962,95.87482,95.12881,..,97.70461,96.5537,96.70394,97.93445,98.63946,99.52212,99.69128,99.70946,99.70291,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,"Egypt, Arab Rep.",EGY,89.13222,88.2461,92.40917,..,93.55801,95.94726,93.51389,98.53698,..,98.0269,..,97.45606,97.02531,97.03257,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Kenya,KEN,69.58856,68.69264,78.52198,74.7547,75.94578,..,..,79.96782,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Nigeria,NGA,66.85314,67.3432,70.31079,63.39998,64.34126,64.13783,..,..,..,..,..,..,..,..,..,..
"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,97.1660308837891,95.4763412475586,103.343627929688,..
"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,Mexico,MEX,101.548400878906,101.621002197266,102.541519165039,101.707801818848,99.9387588500977,100.464401245117,100.240592956543,106.609817504883,109.926551818848,110.774291992188,105.017532348633,104.016471862793,104.32096862793,102.629280090332,103.250343322754,..
"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,India,IND,..,..,..,95.5246429443359,97.0126419067383,..,93.6002883911133,..,99.3199768066406,100.387771606445,100.422088623047,98.5070495605469,96.2924880981445,..,93.2624816894531,96.0651779174805
"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,Indonesia,IDN,95.0820388793945,93.0359802246094,95.9132385253906,96.3619766235352,99.3723983764648,..,..,104.619102478027,102.72029876709,100.547958374023,..,..,100.193817138672,101.639442443848,..,..
"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,"Iran, Islamic Rep.",IRN,110.275550842285,94.5422592163086,90.8842010498047,93.3603210449219,97.2193222045898,98.4961395263672,97.8520812988281,96.3189392089844,..,..,97.5435104370117,100.605247497559,99.0899505615234,..,..,..
"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,"Egypt, Arab Rep.",EGY,88.3376312255859,86.1012573242188,89.0496292114258,..,92.3037567138672,95.0453796386719,..,..,100.983032226563,..,..,97.6721267700195,97.626106262207,101.633239746094,105.434577941895,..
"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,Kenya,KEN,85.6027069091797,..,..,..,..,..,..,..,..,97.8931503295898,99.6445693969727,100.084617614746,..,..,..,..
"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,Nigeria,NGA,74.980712890625,80.2229919433594,71.6085586547852,64.1150283813477,68.4417419433594,68.9357070922852,..,..,..,..,..,..,..,..,..,..
"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,100.429466247559,104.510192871094,97.7526397705078,..
"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,Mexico,MEX,99.6275405883789,100.1787109375,101.396469116211,100.884307861328,99.7133178710938,100.020286560059,100.155639648438,105.429573059082,108.938812255859,110.251930236816,104.805809020996,103.924026489258,103.883277893066,101.897537231445,101.713859558105,..
"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,India,IND,..,..,..,94.074592590332,94.6190185546875,..,92.0190505981445,..,93.426872253418,95.0636901855469,95.2926712036133,94.1924896240234,92.6502914428711,..,90.2147674560547,93.1959686279297
"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,Indonesia,IDN,93.4954605102539,92.1051635742188,97.3488388061523,97.0098266601563,97.7607116699219,..,..,101.656127929688,99.6562805175781,106.193222045898,..,..,101.421546936035,102.990280151367,..,..
"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,"Iran, Islamic Rep.",IRN,102.176933288574,98.2196426391602,93.4099197387695,95.4525833129883,99.0322265625,100.371566772461,99.6872329711914,98.0623168945313,..,..,99.0239410400391,99.9404602050781,99.7702865600586,..,..,..
"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,"Egypt, Arab Rep.",EGY,95.4228897094727,88.5505065917969,92.7062683105469,..,94.6616134643555,96.9602127075195,..,..,100.102546691895,..,..,96.1851425170898,96.7782135009766,99.7918701171875,103.83145904541,..
"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,Kenya,KEN,88.2794418334961,..,..,..,..,..,..,..,..,96.5178909301758,98.6492767333984,99.2790298461914,..,..,..,..
"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,Nigeria,NGA,91.0186309814453,101.690399169922,90.072883605957,75.3287200927734,78.9845733642578,78.4828414916992,..,..,..,..,..,..,..,..,..,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,98.8321990966797,100.092697143555,100.489051818848,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Mexico,MEX,100.573638916016,100.888198852539,101.960693359375,101.29035949707,99.8245162963867,100.239387512207,100.197532653809,106.011009216309,109.42504119873,110.508842468262,104.909820556641,103.969390869141,104.097839355469,102.255889892578,102.465538024902,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,India,IND,..,..,..,94.7575836181641,95.7462921142578,..,92.7633590698242,..,96.2008895874023,97.5711212158203,97.7113189697266,96.2306976318359,94.3737487792969,..,91.661491394043,94.5591278076172
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Indonesia,IDN,94.2734375,92.5608978271484,96.6458129882813,96.6925964355469,98.5490875244141,100.589088439941,..,103.098258972168,101.145629882813,103.451530456543,..,..,100.82592010498,102.334838867188,..,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,"Iran, Islamic Rep.",IRN,106.152549743652,96.4134216308594,92.1693420410156,94.4253463745117,98.1430587768555,99.4525299072266,98.7884063720703,97.207389831543,..,..,98.3014984130859,100.264381408691,99.4387893676758,..,..,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,"Egypt, Arab Rep.",EGY,91.9718627929688,87.3576126098633,90.9253234863281,..,93.5134582519531,96.0279922485352,..,..,100.530143737793,..,..,96.9064483642578,97.1895523071289,100.685211181641,104.609298706055,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Kenya,KEN,86.942497253418,..,..,..,..,..,..,..,..,97.2009963989258,99.1434020996094,99.6787414550781,..,..,..,..
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,Nigeria,NGA,83.1317825317383,91.1350326538086,80.9942016601563,69.8160400390625,73.8031997680664,73.7924880981445,..,..,..,..,..,..,..,..,..,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Canada,CAN,101.391189575195,101.728248596191,101.90348815918,102.344436645508,102.734443664551,102.398483276367,103.348960876465,109.987487792969,109.485992431641,109.333099365234,110.35652923584,112.514282226563,113.76286315918,114.123512268066,114.333267211914,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,United States,USA,95.0524826049805,..,..,..,..,..,..,..,96.1864929199219,96.9245376586914,97.6525497436523,98.7699279785156,98.9523391723633,99.2755813598633,100.063430786133,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Mexico,MEX,82.3040771484375,84.0856018066406,84.9070510864258,86.4275283813477,85.9380111694336,87.0699234008789,88.1901779174805,90.6671981811523,93.3275527954102,97.3433837890625,100.832740783691,102.40406036377,104.385032653809,105.103363037109,104.647239685059,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,India,IND,53.9690589904785,54.8829383850098,57.2758712768555,60.3564910888672,59.6136512756348,63.1161994934082,66.2507019042969,69.0128326416016,68.7591171264648,74.1415328979492,73.8656311035156,75.091796875,73.4768829345703,74.379508972168,73.79296875,75.4811935424805
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Indonesia,IDN,60.1542892456055,62.6410293579102,70.5409164428711,69.6562271118164,74.6276473999023,76.4262466430664,79.1144790649414,80.4523315429688,82.6376419067383,82.6823806762695,86.1227493286133,84.9521179199219,87.0592193603516,88.9101715087891,..,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,"Iran, Islamic Rep.",IRN,77.233512878418,78.4947509765625,78.097412109375,81.0142364501953,82.1612091064453,80.5879592895508,82.9912490844727,84.9821166992188,83.8313980102539,85.2762603759766,85.8694229125977,86.8663177490234,86.3114929199219,..,..,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,"Egypt, Arab Rep.",EGY,..,..,..,..,67.1564102172852,68.90625,77.6014404296875,78.6885070800781,80.3190307617188,80.7974166870117,..,85.1464462280273,86.7144470214844,87.9111404418945,89.4806823730469,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Kenya,KEN,46.9905700683594,48.7714500427246,50.7726707458496,56.5935211181641,56.760368347168,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Nigeria,NGA,34.9577484130859,34.4569816589355,31.8677005767822,35.3861808776855,39.2327995300293,44.2182312011719,45.5565299987793,47.1807708740234,56.2053985595703,45.6240386962891,46.7820014953613,42.0025405883789,..,43.5111389160156,..,..
"School enrollment, secondary (% net)",SE.SEC.NENR,Canada,CAN,..,..,..,..,..,..,..,92.14326,91.46145,90.95273,92.4135,99.32178,99.80968,..,..,..
"School enrollment, secondary (% net)",SE.SEC.NENR,United States,USA,89.34377,..,..,..,..,88.38466,89.75284,89.29903,89.46575,89.86874,91.27156,92.18317,92.45022,..,..,..
"School enrollment, secondary (% net)",SE.SEC.NENR,Mexico,MEX,66.67768,67.83849,68.93457,69.60395,69.68225,70.08479,70.65515,71.82661,75.56968,77.66257,80.02575,81.22278,81.15596,..,..,..
"School enrollment, secondary (% net)",SE.SEC.NENR,India,IND,..,..,..,..,..,..,..,..,61.63147,..,..,..,..,..,..,..
"School enrollment, secondary (% net)",SE.SEC.NENR,Indonesia,IDN,53.3964,57.5779,64.8416,64.02634,64.76545,66.64897,72.91917,74.17695,75.36034,75.21275,75.77185,..,..,78.73112,..,..
"School enrollment, secondary (% net)",SE.SEC.NENR,"Iran, Islamic Rep.",IRN,..,..,..,..,77.81298,76.34191,78.61445,80.44597,77.67467,77.8726,..,80.17273,81.37533,..,..,..
"School enrollment, secondary (% net)",SE.SEC.NENR,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..,..,..,76.81479,..,80.74153,81.65996,82.77635,..,..
"School enrollment, secondary (% net)",SE.SEC.NENR,Kenya,KEN,40.25251,41.16133,43.23433,47.81761,47.42096,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, secondary (% net)",SE.SEC.NENR,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Canada,CAN,..,..,63.6000595092773,63.7673988342285,63.0657691955566,61.6558494567871,63.4673194885254,63.980770111084,65.3322982788086,65.612907409668,64.7869567871094,66.4391784667969,68.9225082397461,70.1130218505859,75.6988220214844,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,United States,USA,80.6348266601563,..,..,..,..,..,..,..,88.7264175415039,88.6268692016602,88.8894119262695,88.8350524902344,88.1673889160156,88.2991790771484,87.8887100219727,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Mexico,MEX,24.2164001464844,24.7904300689697,25.4210605621338,26.1120300292969,26.5867290496826,27.5634708404541,28.3414993286133,29.4718399047852,30.3000392913818,31.0941390991211,31.8190402984619,38.4333801269531,40.2289581298828,41.5228004455566,42.8306999206543,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,India,IND,10.6796398162842,11.4863595962524,13.1266803741455,15.0472097396851,16.0309295654297,17.8338794708252,22.7646503448486,24.2679805755615,23.7948303222656,25.4321308135986,26.7689895629883,26.8292198181152,27.4421291351318,28.0605506896973,28.5729007720947,29.4413299560547
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Indonesia,IDN,17.2262992858887,17.280179977417,17.7949295043945,20.6682090759277,22.9891204833984,24.0762596130371,26.3031997680664,30.4290008544922,31.0637092590332,30.8957595825195,33.2507209777832,35.4373588562012,36.4444389343262,36.3110389709473,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,"Iran, Islamic Rep.",IRN,23.8020191192627,26.5315208435059,31.2185802459717,37.7084503173828,37.9129791259766,44.1696586608887,50.0055313110352,56.4269599914551,59.2787284851074,67.3197708129883,72.961051940918,69.6356582641602,68.1160888671875,62.7850799560547,60.3941917419434,58.2224884033203
"School enrollment, tertiary (% gross)",SE.TER.ENRR,"Egypt, Arab Rep.",EGY,30.1200008392334,29.9295501708984,30.2709808349609,29.9879302978516,30.5354804992676,31.4172401428223,26.817720413208,27.7280406951904,30.1178493499756,31.0681095123291,35.0281295776367,33.8589096069336,35.1645202636719,38.9049491882324,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Kenya,KEN,2.93320989608765,..,..,..,3.99340009689331,..,..,..,..,..,9.22955989837646,11.4267301559448,11.4647102355957,..,10.0383996963501,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Nigeria,NGA,10.491060256958,..,..,..,..,9.57199954986572,10.1744298934937,..,..,..,..,..,..,..,..,..

