Series Name,Series Code,Country Name,Country Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"School enrollment, primary (% gross)",SE.PRM.ENRR,"Egypt, Arab Rep.",EGY,95.706672668457,97.2613220214844,98.3864974975586,..,101.382568359375,102.285339355469,99.1844863891602,104.779739379883,105.094429016113,103.871536254883,..,105.393577575684,106.13346862793,106.284927368164,106.409561157227,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Kenya,KEN,99.3462905883789,96.347541809082,102.365493774414,102.284797668457,103.914497375488,..,..,109.41773223877,..,105.753410339355,103.661567687988,103.205337524414,..,..,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Nigeria,NGA,101.365081787109,102.108131408691,93.3100433349609,84.1386413574219,85.3878402709961,85.1178512573242,90.6712417602539,92.0911407470703,94.1185302734375,90.1035537719727,..,84.7256393432617,..,87.454231262207,..,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Canada,CAN,101.391189575195,101.728248596191,101.90348815918,102.344436645508,102.734443664551,102.398483276367,103.348960876465,109.987487792969,109.485992431641,109.333099365234,110.35652923584,112.514282226563,113.76286315918,114.123512268066,114.333267211914,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,United States,USA,95.0524826049805,..,..,..,..,..,..,..,96.1864929199219,96.9245376586914,97.6525497436523,98.7699279785156,98.9523391723633,99.2755813598633,100.063430786133,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Mexico,MEX,82.3040771484375,84.0856018066406,84.9070510864258,86.4275283813477,85.9380111694336,87.0699234008789,88.1901779174805,90.6671981811523,93.3275527954102,97.3433837890625,100.832740783691,102.40406036377,104.385032653809,105.103363037109,104.647239685059,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,India,IND,53.9690589904785,54.8829383850098,57.2758712768555,60.3564910888672,59.6136512756348,63.1161994934082,66.2507019042969,69.0128326416016,68.7591171264648,74.1415328979492,73.8656311035156,75.091796875,73.4768829345703,74.379508972168,73.79296875,75.4811935424805
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Indonesia,IDN,60.1542892456055,62.6410293579102,70.5409164428711,69.6562271118164,74.6276473999023,76.4262466430664,79.1144790649414,80.4523315429688,82.6376419067383,82.6823806762695,86.1227493286133,84.9521179199219,87.0592193603516,88.9101715087891,..,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,"Iran, Islamic Rep.",IRN,77.233512878418,78.4947509765625,78.097412109375,81.0142364501953,82.1612091064453,80.5879592895508,82.9912490844727,84.9821166992188,83.8313980102539,85.2762603759766,85.8694229125977,86.8663177490234,86.3114929199219,..,..,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,"Egypt, Arab Rep.",EGY,..,..,..,..,67.1564102172852,68.90625,77.6014404296875,78.6885070800781,80.3190307617188,80.7974166870117,..,85.1464462280273,86.7144470214844,87.9111404418945,89.4806823730469,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Kenya,KEN,46.9905700683594,48.7714500427246,50.7726707458496,56.5935211181641,56.760368347168,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Nigeria,NGA,34.9577484130859,34.4569816589355,31.8677005767822,35.3861808776855,39.2327995300293,44.2182312011719,45.5565299987793,47.1807708740234,56.2053985595703,45.6240386962891,46.7820014953613,42.0025405883789,..,43.5111389160156,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Canada,CAN,..,..,63.6000595092773,63.7673988342285,63.0657691955566,61.6558494567871,63.4673194885254,63.980770111084,65.3322982788086,65.612907409668,64.7869567871094,66.4391784667969,68.9225082397461,70.1130218505859,75.6988220214844,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,United States,USA,80.6348266601563,..,..,..,..,..,..,..,88.7264175415039,88.6268692016602,88.8894119262695,88.8350524902344,88.1673889160156,88.2991790771484,87.8887100219727,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Mexico,MEX,24.2164001464844,24.7904300689697,25.4210605621338,26.1120300292969,26.5867290496826,27.5634708404541,28.3414993286133,29.4718399047852,30.3000392913818,31.0941390991211,31.8190402984619,38.4333801269531,40.2289581298828,41.5228004455566,42.8306999206543,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,India,IND,10.6796398162842,11.4863595962524,13.1266803741455,15.0472097396851,16.0309295654297,17.8338794708252,22.7646503448486,24.2679805755615,23.7948303222656,25.4321308135986,26.7689895629883,26.8292198181152,27.4421291351318,28.0605506896973,28.5729007720947,29.4413299560547
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Indonesia,IDN,17.2262992858887,17.280179977417,17.7949295043945,20.6682090759277,22.9891204833984,24.0762596130371,26.3031997680664,30.4290008544922,31.0637092590332,30.8957595825195,33.2507209777832,35.4373588562012,36.4444389343262,36.3110389709473,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,"Iran, Islamic Rep.",IRN,23.8020191192627,26.5315208435059,31.2185802459717,37.7084503173828,37.9129791259766,44.1696586608887,50.0055313110352,56.4269599914551,59.2787284851074,67.3197708129883,72.961051940918,69.6356582641602,68.1160888671875,62.7850799560547,60.3941917419434,58.2224884033203
"School enrollment, tertiary (% gross)",SE.TER.ENRR,"Egypt, Arab Rep.",EGY,30.1200008392334,29.9295501708984,30.2709808349609,29.9879302978516,30.5354804992676,31.4172401428223,26.817720413208,27.7280406951904,30.1178493499756,31.0681095123291,35.0281295776367,33.8589096069336,35.1645202636719,38.9049491882324,..,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Kenya,KEN,2.93320989608765,..,..,..,3.99340009689331,..,..,..,..,..,9.22955989837646,11.4267301559448,11.4647102355957,..,10.0383996963501,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Nigeria,NGA,10.491060256958,..,..,..,..,9.57199954986572,10.1744298934937,..,..,..,..,..,..,..,..,..
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Data from database: Health Nutrition and Population Statistics,,,,,,,,,,,,,,,,,,,
Last Updated: 02/16/2022,,,,,,,,,,,,,,,,,,,
